#####################################################################
# Alchemist log file - simulation started at: 2023-11-22T11:31+0000 #
#####################################################################
#
# random = 4.0, devices = 1000, computationalCost = 10.0, load = 1, network = lobster, behavior = simple
#
# The columns have the following meaning: 
# time canOffload[sum] wantToOffload[sum] qos effectiveLoad[mean] effectiveLoad[max] effectiveLoad[min] load[mean] latency[mean] latency[max] latency[min] 
0.0000 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN
0.0000 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN
10.001 52.0 950.0 0.054737 95.30629437784249 99.83533732073671 90.09268229289091 81.1062943778425 1.6583610755006308 4.786731345066413 1.0151989917395368
20.000 61.0 950.0 0.064211 95.30629437784249 99.83533732073671 90.09268229289091 81.1062943778425 2.664056303559087 10.5509302789049 1.0151989917395368
30.002 63.0 950.0 0.066316 95.30629437784249 99.83533732073671 90.09268229289091 81.1062943778425 3.1996047802976544 13.730888485089608 1.0151989917395368
40.000 62.0 950.0 0.065263 95.30629437784249 99.83533732073671 90.09268229289091 81.1062943778425 3.081035014191086 13.730888485089608 1.0151989917395368
50.001 62.0 950.0 0.065263 95.30629437784249 99.83533732073671 90.09268229289091 81.1062943778425 3.081035014191086 13.730888485089608 1.0151989917395368
60.000 62.0 950.0 0.065263 95.30629437784249 99.83533732073671 90.09268229289091 81.1062943778425 3.081035014191086 13.730888485089608 1.0151989917395368
70.000 62.0 950.0 0.065263 95.30629437784249 99.83533732073671 90.09268229289091 81.1062943778425 3.081035014191086 13.730888485089608 1.0151989917395368
80.001 62.0 950.0 0.065263 95.30629437784249 99.83533732073671 90.09268229289091 81.1062943778425 3.081035014191086 13.730888485089608 1.0151989917395368
90.001 62.0 950.0 0.065263 95.30629437784249 99.83533732073671 90.09268229289091 81.1062943778425 3.081035014191086 13.730888485089608 1.0151989917395368
100.00 62.0 950.0 0.065263 95.30629437784249 99.83533732073671 90.09268229289091 81.1062943778425 3.081035014191086 13.730888485089608 1.0151989917395368
110.00 62.0 950.0 0.065263 95.30629437784249 99.83533732073671 90.09268229289091 81.1062943778425 3.081035014191086 13.730888485089608 1.0151989917395368
