#####################################################################
# Alchemist log file - simulation started at: 2023-11-22T11:11+0000 #
#####################################################################
#
# random = 1.0, devices = 1000, computationalCost = 1.0, load = 1, network = lobster, behavior = advanced
#
# The columns have the following meaning: 
# time canOffload[sum] wantToOffload[sum] qos effectiveLoad[mean] effectiveLoad[max] effectiveLoad[min] load[mean] latency[mean] latency[max] latency[min] 
0.0000 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN
0.0000 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN
10.000 411.0 950.0 0.43263 91.73426654054668 99.95132943421305 75.2594739256177 79.49426654054669 1.8903922290300443 7.0887523081063 1.0243209093047418
20.001 645.0 950.0 0.67895 92.91426654054669 99.95132943421305 75.2594739256177 79.49426654054669 2.686483740245105 8.290195643935538 1.0243596334037215
30.000 666.0 950.0 0.70105 93.01426654054669 99.95132943421305 75.2594739256177 79.49426654054669 2.8591860867427803 9.395510924316111 1.0243596334037215
40.003 677.0 950.0 0.71263 93.03426654054668 99.95132943421305 75.2594739256177 79.49426654054669 2.9145891857938735 10.291154135839962 1.0243596334037215
50.001 681.0 950.0 0.71684 93.1142665405467 99.95132943421305 75.2594739256177 79.49426654054669 2.915106288925246 10.291154135839962 1.0243596334037215
60.000 681.0 950.0 0.71684 93.1142665405467 99.95132943421305 75.2594739256177 79.49426654054669 2.915106288925246 10.291154135839962 1.0243596334037215
70.000 681.0 950.0 0.71684 93.1142665405467 99.95132943421305 75.2594739256177 79.49426654054669 2.915106288925246 10.291154135839962 1.0243596334037215
80.001 681.0 950.0 0.71684 93.1142665405467 99.95132943421305 75.2594739256177 79.49426654054669 2.915106288925246 10.291154135839962 1.0243596334037215
90.001 681.0 950.0 0.71684 93.1142665405467 99.95132943421305 75.2594739256177 79.49426654054669 2.915106288925246 10.291154135839962 1.0243596334037215
100.00 682.0 950.0 0.71789 93.17426654054668 99.95132943421305 75.2594739256177 79.49426654054669 2.912814654628505 10.291154135839962 1.0243596334037215
110.00 684.0 950.0 0.72000 93.17426654054668 99.95132943421305 75.2594739256177 79.49426654054669 2.9115104938825707 10.291154135839962 1.0243596334037215
