#####################################################################
# Alchemist log file - simulation started at: 2023-11-22T11:17+0000 #
#####################################################################
#
# random = 3.0, devices = 1000, computationalCost = 3.0, load = 1, network = barabasi, behavior = advanced
#
# The columns have the following meaning: 
# time canOffload[sum] wantToOffload[sum] qos effectiveLoad[mean] effectiveLoad[max] effectiveLoad[min] load[mean] latency[mean] latency[max] latency[min] 
0.0000 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN
0.0000 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN
10.000 135.0 950.0 0.14211 90.7699813795446 99.96794786775794 78.32950431586679 80.5699813795446 3.083230789425935 18.834221593483623 1.1950875555255263
20.000 139.0 950.0 0.14632 88.4899813795446 99.96794786775794 77.10025569243557 80.5699813795446 3.267942236803724 25.945691170373472 1.1954782183849701
30.001 135.0 950.0 0.14211 88.4899813795446 99.96794786775794 77.10025569243557 80.5699813795446 2.7520061617754576 30.56469513119453 1.1954782183849701
40.000 135.0 950.0 0.14211 88.4899813795446 99.96794786775794 77.10025569243557 80.5699813795446 2.932508743159251 36.75872236226064 1.1954782183849701
50.000 135.0 950.0 0.14211 88.6699813795446 99.96794786775794 77.10025569243557 80.5699813795446 3.028650177102674 40.731217597497995 1.1954782183849701
60.000 138.0 950.0 0.14526 88.6699813795446 99.96794786775794 77.10025569243557 80.5699813795446 3.4914005585732917 45.26291049523196 1.1954782183849701
70.000 137.0 950.0 0.14421 88.6699813795446 99.96794786775794 77.10025569243557 80.5699813795446 3.0644572435340725 52.143399349621696 1.1954782183849701
80.000 145.0 950.0 0.15263 90.4099813795446 99.96794786775794 77.10025569243557 80.5699813795446 3.010571824556834 53.450677590286745 1.1954782183849701
90.001 156.0 950.0 0.16421 93.1099813795446 99.96794786775794 80.46386483418314 80.5699813795446 3.292878006593672 59.36417623111578 1.1954782183849701
100.00 187.0 950.0 0.19684 94.6699813795446 99.96794786775794 80.46386483418314 80.5699813795446 4.0237232176867135 13.340612102822226 1.1950875555255263
110.00 229.0 950.0 0.24105 94.8499813795446 99.96794786775794 80.46386483418314 80.5699813795446 4.200591142629205 13.617716790191551 1.1950875555255263
