#####################################################################
# Alchemist log file - simulation started at: 2023-11-22T11:12+0000 #
#####################################################################
#
# random = 2.0, devices = 1000, computationalCost = 3.0, load = 1, network = barabasi, behavior = simple
#
# The columns have the following meaning: 
# time canOffload[sum] wantToOffload[sum] qos effectiveLoad[mean] effectiveLoad[max] effectiveLoad[min] load[mean] latency[mean] latency[max] latency[min] 
0.0000 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN
0.0000 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN
10.000 138.0 950.0 0.14526 98.49739363886572 99.95861333887389 94.22730339223206 80.91739363886572 2.856955854639694 7.458541753071698 1.0194245921190248
20.000 158.0 950.0 0.16632 98.49739363886572 99.95861333887389 94.22730339223206 80.91739363886572 3.4547579675436775 7.458541753071698 1.0194245921190248
30.001 161.0 950.0 0.16947 98.49739363886572 99.95861333887389 94.22730339223206 80.91739363886572 3.5289766250095025 7.713602703933638 1.0194245921190248
40.000 161.0 950.0 0.16947 98.49739363886572 99.95861333887389 94.22730339223206 80.91739363886572 3.5289766250095025 7.713602703933638 1.0194245921190248
50.000 161.0 950.0 0.16947 98.49739363886572 99.95861333887389 94.22730339223206 80.91739363886572 3.5289766250095025 7.713602703933638 1.0194245921190248
60.000 161.0 950.0 0.16947 98.49739363886572 99.95861333887389 94.22730339223206 80.91739363886572 3.5289766250095025 7.713602703933638 1.0194245921190248
70.001 161.0 950.0 0.16947 98.49739363886572 99.95861333887389 94.22730339223206 80.91739363886572 3.5289766250095025 7.713602703933638 1.0194245921190248
80.000 161.0 950.0 0.16947 98.49739363886572 99.95861333887389 94.22730339223206 80.91739363886572 3.5289766250095025 7.713602703933638 1.0194245921190248
90.000 161.0 950.0 0.16947 98.49739363886572 99.95861333887389 94.22730339223206 80.91739363886572 3.5289766250095025 7.713602703933638 1.0194245921190248
100.00 161.0 950.0 0.16947 98.49739363886572 99.95861333887389 94.22730339223206 80.91739363886572 3.5289766250095025 7.713602703933638 1.0194245921190248
110.00 161.0 950.0 0.16947 98.49739363886572 99.95861333887389 94.22730339223206 80.91739363886572 3.5289766250095025 7.713602703933638 1.0194245921190248
